Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000067.7	178921963	>>	NC_000067.7	179232845	60	ERR2680377.478278	Pass
NC_000081.7	27472010	><	NC_000078.7	100176076	60	ERR2680377.478766	Chimeric
NC_000073.7	95916970	><	NC_000081.7	72800545	60	ERR2680377.478926	Chimeric
NC_000069.7	14104772	<<	NC_000069.7	13842163	60	ERR2680377.478932	Pass
NC_000069.7	13841881	<<	NC_000069.7	13538519	60	ERR2680377.478932	Pass
NC_000072.7	31167108	<>	NC_000068.8	136623222	60	ERR2680377.478996	Chimeric
NC_000080.7	78882596	>>	NC_000080.7	78880284	60	ERR2680377.479060	Pass
NC_000069.7	88220641	<<	NC_000071.7	89141302	60	ERR2680377.479172	Chimeric
NC_005089.1	13085	<<	NC_000074.7	25439946	60	ERR2680377.479191	Chimeric
NC_000071.7	33184718	<>	NC_000071.7	33184998	11	ERR2680377.479518	Pass
NC_000081.7	66325204	><	NC_000081.7	66325020	60	ERR2680377.479555	Foldback
NC_000073.7	54702527	<<	NC_000073.7	54485768	60	ERR2680377.479605	Pass
NC_000071.7	145124044	>>	NC_000068.8	37552613	56	ERR2680377.479638	Chimeric
NC_000071.7	120946692	<<	NC_000071.7	120952556	60	ERR2680377.479883	Pass
NC_000071.7	19466707	<>	NC_000072.7	115613454	60	ERR2680377.479994	Chimeric
NC_000082.7	43460568	<<	NC_000073.7	77836960	60	ERR2680377.480281	Chimeric
NC_000072.7	37051699	<<	NC_000072.7	37052497	60	ERR2680377.480299	Pass
NC_000078.7	109533150	>>	NC_000078.7	109528439	60	ERR2680377.480347	Pass
NC_000082.7	13653309	><	NC_000071.7	115379031	60	ERR2680377.480370	Chimeric
NC_000068.8	180556653	<>	NC_000072.7	125107046	60	ERR2680377.480374	Chimeric
NC_000084.7	39230681	<<	NC_000084.7	38967995	60	ERR2680377.480437	Pass
NC_000081.7	8699531	>>	NC_000081.7	8698901	35	ERR2680377.480867	Pass
NC_000070.7	116550077	<<	NC_000069.7	127601118	58	ERR2680377.480960	Chimeric
NC_000072.7	8950309	>>	NC_000072.7	9247088	60	ERR2680377.480978	Pass
NC_000070.7	129066631	>>	NC_000070.7	129061406	60	ERR2680377.481111	Pass
NC_000073.7	25015041	<>	NC_000073.7	25015195	60	ERR2680377.481113	Foldback
NC_000068.8	131109136	><	NC_000071.7	150421214	60	ERR2680377.481285	Chimeric
NC_000086.8	156599290	>>	NC_000073.7	44771804	60	ERR2680377.481321	Chimeric
NC_000070.7	32389665	>>	NC_000070.7	32388054	60	ERR2680377.481444	Pass
NC_000074.7	94695730	<>	NC_000074.7	94695418	60	ERR2680377.481637	Pass
NC_000067.7	175453163	>>	NC_000067.7	128340067	60	ERR2680377.481792	Chimeric
NC_000072.7	57666049	<<	NC_000078.7	101879385	60	ERR2680377.481963	Chimeric
NC_000071.7	121147047	<<	NC_000071.7	120946313	60	ERR2680377.482122	Pass
NC_000080.7	94028198	>>	NC_000080.7	93978504	10	ERR2680377.482266	Pass
NC_000078.7	100171906	<>	NC_000078.7	100171878	60	ERR2680377.482285	Foldback
NC_000078.7	42001762	<<	NC_000078.7	41160944	60	ERR2680377.482321	Pass
NC_000071.7	92222696	<<	NC_000071.7	92226880	60	ERR2680377.482325	Pass
NC_000081.7	54885643	<<	NC_000081.7	54901652	60	ERR2680377.482388	Pass
NC_000068.8	54690453	>>	NC_000086.8	165170812	60	ERR2680377.482470	Chimeric
NC_000084.7	37631617	<>	NC_000084.7	37631846	53	ERR2680377.482688	Pass
NC_000081.7	99397214	>>	NC_000078.7	28995262	60	ERR2680377.482800	Chimeric
NC_000071.7	24646589	><	NC_000071.7	24650195	60	ERR2680377.482908	Pass
NC_000073.7	15653774	<<	NC_000073.7	15656295	55	ERR2680377.483074	Pass
NC_000082.7	84632390	><	NC_000082.7	84632362	60	ERR2680377.483306	Foldback
NC_000081.7	92003797	<<	NC_000068.8	21463950	60	ERR2680377.483313	Chimeric
NC_000071.7	14844479	<>	NC_000067.7	69699672	60	ERR2680377.483339	Chimeric
NC_000075.7	97465756	>>	NC_000075.7	97914914	60	ERR2680377.483553	Pass
NC_000080.7	77744798	>>	NC_000072.7	63627751	60	ERR2680377.483656	Chimeric
NC_000072.7	32401973	<>	NC_000068.8	10260645	60	ERR2680377.483695	Chimeric
NC_000080.7	67222954	><	NC_005089.1	1618	60	ERR2680377.483777	Chimeric
NC_000067.7	120044114	<>	NC_000077.7	54090277	36	ERR2680377.484101	Chimeric
NC_000069.7	13536998	>>	NC_000069.7	13841888	32	ERR2680377.484133	Pass
NC_000069.7	13842163	>>	NC_000069.7	14104772	60	ERR2680377.484133	Pass
NC_000069.7	14104772	<<	NC_000069.7	13842163	60	ERR2680377.484355	Pass
NC_000069.7	13841888	<<	NC_000069.7	13538526	60	ERR2680377.484355	Pass
NC_000072.7	86102250	<<	NC_000072.7	86103764	60	ERR2680377.484391	Pass
NC_000071.7	137551807	<>	NC_000071.7	84204203	60	ERR2680377.484403	Chimeric
NC_000073.7	133350709	><	NC_000073.7	133322934	60	ERR2680377.484409	Pass
NC_000068.8	55371853	<<	NC_000068.8	55376378	60	ERR2680377.484517	Pass
NC_000074.7	39564064	<>	NC_000074.7	39610371	60	ERR2680377.484545	Pass
NC_000077.7	72976569	>>	NC_000077.7	72974785	60	ERR2680377.484628	Pass
NC_000082.7	41709279	<<	NC_000082.7	41353895	60	ERR2680377.484872	Pass
NC_000068.8	102034568	>>	NC_000068.8	102031113	60	ERR2680377.484899	Pass
NC_000067.7	87167211	<<	NC_000072.7	45080037	60	ERR2680377.484950	Chimeric
NC_000068.8	151351493	<>	NC_000068.8	151352875	60	ERR2680377.485032	Pass
NC_000083.7	14052514	<>	NC_000083.7	14053148	60	ERR2680377.485052	Pass
NC_000067.7	79755856	<>	NC_000067.7	79755948	60	ERR2680377.485281	Foldback
NC_000068.8	136623151	<>	NC_000085.7	44969890	60	ERR2680377.485349	Chimeric
NC_000082.7	9386470	>>	NC_000076.7	93815437	60	ERR2680377.485417	Chimeric
NC_000073.7	101716199	<<	NC_000073.7	101717169	60	ERR2680377.485425	Pass
NC_000071.7	27110287	>>	NC_000071.7	27587751	60	ERR2680377.485448	Pass
NC_000075.7	73716699	><	NC_000068.8	69748378	60	ERR2680377.485665	Chimeric
NC_000082.7	67414464	<>	NC_000082.7	67414960	60	ERR2680377.485700	Pass
NC_000073.7	59250713	><	NC_000085.7	5329599	42	ERR2680377.485814	Chimeric
NC_000080.7	121154358	<<	NC_000080.7	121155009	60	ERR2680377.485998	Pass
NC_000080.7	121154781	<<	NC_000080.7	121156082	60	ERR2680377.485998	Pass
NC_000082.7	66679770	>>	NC_000082.7	67417058	60	ERR2680377.486103	Pass
NC_000083.7	45853406	<>	NC_000083.7	45853916	60	ERR2680377.486150	Pass
NC_000075.7	57660585	><	NC_000075.7	57659056	60	ERR2680377.486162	Pass
NC_000085.7	5852211	<<	NC_000080.7	105546301	60	ERR2680377.486216	Chimeric
NC_000086.8	151509982	<>	NC_000082.7	91465631	26	ERR2680377.486264	Chimeric
NC_000067.7	85835393	<>	NC_000067.7	85835936	60	ERR2680377.486464	Pass
NC_000082.7	88086473	<<	NC_000082.7	87853064	60	ERR2680377.486514	Pass
NC_000076.7	128139262	<>	NC_000076.7	128139286	60	ERR2680377.486656	Foldback
NC_000071.7	65747929	>>	NC_000071.7	65698369	60	ERR2680377.486681	Pass
NC_000077.7	68902605	><	NC_000079.7	94979392	60	ERR2680377.487004	Chimeric
NC_000067.7	92943763	><	NC_000067.7	93003994	60	ERR2680377.487169	Pass
NC_000073.7	63390459	<>	NC_000073.7	63390172	60	ERR2680377.487377	Pass
NC_000068.8	136623187	<>	NC_000067.7	178079643	60	ERR2680377.487689	Chimeric
NC_000084.7	37823385	>>	NC_000069.7	159629135	60	ERR2680377.487708	Chimeric
NC_000082.7	17100567	><	NC_000079.7	85346189	60	ERR2680377.487902	Chimeric
NC_000068.8	79959077	<<	NC_000068.8	79758132	60	ERR2680377.487950	Pass
NC_000082.7	41709277	<<	NC_000082.7	41353895	60	ERR2680377.488120	Pass
NC_000071.7	84350735	>>	NC_000071.7	84349215	60	ERR2680377.488135	Pass
NC_000081.7	3309539	<<	NC_000067.7	59914474	60	ERR2680377.488157	Chimeric
NC_000072.7	113469908	<>	NC_000067.7	143550965	54	ERR2680377.488162	Chimeric
NC_000077.7	21515851	><	NC_000077.7	21514081	60	ERR2680377.488210	Pass
NC_000080.7	8976252	>>	NC_000080.7	9184556	60	ERR2680377.488234	Pass
NC_000075.7	46203771	<<	NC_000073.7	90882898	60	ERR2680377.488256	Chimeric
NC_000082.7	17469081	<>	NC_000082.7	17469074	60	ERR2680377.488291	Foldback
NC_000081.7	89027811	><	NC_000078.7	87029270	60	ERR2680377.488718	Chimeric
NC_000067.7	87827895	<<	NC_000067.7	87828720	60	ERR2680377.488775	Pass
NC_000078.7	11436979	><	NC_000074.7	40839337	60	ERR2680377.488952	Chimeric
NC_000067.7	38608523	<<	NC_000067.7	38609933	60	ERR2680377.489181	Pass
NC_000074.7	106355790	><	NC_000074.7	106357462	60	ERR2680377.489237	Pass
NC_000070.7	149724475	><	NC_000081.7	66122862	60	ERR2680377.489435	Chimeric
NC_000074.7	119010639	>>	NC_000074.7	119232339	60	ERR2680377.489469	Pass
NC_000079.7	58274084	>>	NC_005089.1	14144	60	ERR2680377.489778	Chimeric
NC_000077.7	72919052	<>	NC_000077.7	72924584	60	ERR2680377.489874	Pass
NC_000077.7	54609105	>>	NC_000074.7	34634912	60	ERR2680377.490469	Chimeric
NC_000085.7	57792503	<<	NC_000085.7	57793803	60	ERR2680377.490478	Pass
NC_000084.7	36017486	>>	NC_000084.7	36016197	60	ERR2680377.490495	Pass
NC_000067.7	158405206	><	NC_000069.7	127081179	60	ERR2680377.490553	Chimeric
NC_000074.7	115020065	<<	NC_000074.7	115028949	60	ERR2680377.490785	Pass
NC_000071.7	48639998	>>	NC_000071.7	49681982	60	ERR2680377.490815	Chimeric
NC_000070.7	6220284	<>	NC_000081.7	36690813	60	ERR2680377.490898	Chimeric
NC_000069.7	126767760	><	NC_000078.7	82357398	60	ERR2680377.490972	Chimeric
NC_000076.7	121246737	><	NC_000067.7	75250689	60	ERR2680377.491048	Chimeric
NC_000082.7	28217142	>>	NC_000082.7	28571585	60	ERR2680377.491097	Pass
NC_000076.7	106505344	>>	NC_000076.7	106504597	60	ERR2680377.491755	Pass
NC_000077.7	55290147	><	NC_000077.7	55286211	60	ERR2680377.491791	Pass
NC_000077.7	78217102	<>	NC_000077.7	78216891	28	ERR2680377.491921	Pass
NC_000068.8	136623180	<>	NC_000067.7	42694362	60	ERR2680377.492041	Chimeric
NC_000076.7	92732441	><	NC_000068.8	167303569	60	ERR2680377.492098	Chimeric
NC_000068.8	22583074	<<	NC_000074.7	45794099	60	ERR2680377.492184	Chimeric
NC_000072.7	114293949	<>	NC_000081.7	47992270	58	ERR2680377.492208	Chimeric
NC_000076.7	13963939	>>	NC_000076.7	13961722	60	ERR2680377.492318	Pass
NC_000072.7	146449333	>>	NC_000070.7	76139349	60	ERR2680377.492373	Chimeric
NC_000078.7	109516131	<<	NC_000082.7	16131304	60	ERR2680377.492374	Chimeric
NC_000068.8	79959077	<<	NC_000068.8	79758128	60	ERR2680377.492384	Pass
NC_000076.7	127925911	><	NC_000068.8	156233448	60	ERR2680377.492458	Chimeric
NC_000084.7	80335401	<<	NC_000068.8	38503479	56	ERR2680377.492783	Chimeric
NC_000073.7	113519010	<>	NC_000073.7	113519129	60	ERR2680377.492877	Foldback
NC_000083.7	44347925	<<	NC_000083.7	44147298	22	ERR2680377.492891	Pass
NC_000075.7	29322879	<<	NC_000075.7	29090551	60	ERR2680377.492964	Pass
NC_000073.7	37141447	<<	NC_000073.7	37145875	60	ERR2680377.493003	Pass
NC_000073.7	127405230	>>	NC_000076.7	84268195	60	ERR2680377.493023	Chimeric
NC_000068.8	136623172	<<	NC_000073.7	58362064	53	ERR2680377.493037	Chimeric
NC_000072.7	105901782	>>	NC_000072.7	106158644	48	ERR2680377.493130	Pass
NC_000079.7	99558389	><	NC_000086.8	36062460	60	ERR2680377.493225	Chimeric
NC_000068.8	35820977	<<	NC_000086.8	72897899	60	ERR2680377.493227	Chimeric
NC_000073.7	16651108	><	NC_000073.7	16651125	60	ERR2680377.493239	Foldback
NC_000069.7	96102290	<>	NC_000069.7	96102520	20	ERR2680377.493315	Pass
NC_000070.7	123343752	>>	NC_000070.7	123342051	60	ERR2680377.493430	Pass
NC_000079.7	74555559	<>	NC_000079.7	74554291	45	ERR2680377.493443	Pass
NC_000074.7	69669392	>>	NC_000075.7	65286822	39	ERR2680377.493559	Chimeric
NC_000067.7	173159982	><	NC_000067.7	173192364	60	ERR2680377.493563	Pass
NC_000083.7	67012603	>>	NC_000067.7	176899421	60	ERR2680377.493592	Chimeric
NC_000082.7	96268915	<<	NC_000072.7	30211640	60	ERR2680377.493716	Chimeric
NC_000072.7	77120926	>>	NC_000072.7	77582163	60	ERR2680377.493752	Pass
NC_000078.7	72270312	><	NC_000078.7	72259305	60	ERR2680377.494048	Pass
NC_000085.7	53918050	>>	NC_000085.7	53911937	60	ERR2680377.494257	Pass
NC_000070.7	36412474	>>	NC_000070.7	36409598	26	ERR2680377.494282	Pass
NC_000080.7	57762067	>>	NC_000073.7	46497032	60	ERR2680377.494415	Chimeric
NC_000073.7	12568928	<>	NC_000073.7	12551280	60	ERR2680377.494438	Pass
NC_000083.7	31739135	<>	NC_000082.7	96295022	60	ERR2680377.494578	Chimeric
NC_000077.7	117543608	><	NC_000071.7	48939533	60	ERR2680377.494647	Chimeric
NC_000086.8	134703645	<>	NC_000086.8	134703920	60	ERR2680377.494708	Pass
NC_000077.7	55285641	><	NC_000077.7	55310692	60	ERR2680377.495107	Pass
NC_000076.7	127062078	><	NC_000076.7	78236545	60	ERR2680377.495567	Chimeric
NC_000073.7	140916467	<>	NC_000073.7	140916614	60	ERR2680377.495592	Foldback
NC_000068.8	136623905	<>	NC_000086.8	73354829	60	ERR2680377.495612	Chimeric
NC_000069.7	14636578	<>	NC_000073.7	143955391	60	ERR2680377.495668	Chimeric
NC_000084.7	12888393	<>	NC_000084.7	12888384	60	ERR2680377.495763	Foldback
NC_000072.7	133084300	<>	NC_000072.7	133084362	60	ERR2680377.495905	Foldback
NC_000075.7	63554781	><	NC_000070.7	34806602	60	ERR2680377.495947	Chimeric
NC_000084.7	90554633	<<	NC_000086.8	8004934	60	ERR2680377.495986	Chimeric
NC_005089.1	2750	<<	NC_000073.7	78558126	60	ERR2680377.496135	Chimeric
NC_000073.7	16651656	><	NC_000073.7	16657809	60	ERR2680377.496141	Pass
NC_000068.8	102131623	><	NC_000086.8	13385852	60	ERR2680377.496222	Chimeric
NC_000077.7	98743557	<>	NC_000077.7	98743229	60	ERR2680377.496368	Pass
NC_000069.7	89346908	>>	NC_000080.7	113552640	56	ERR2680377.496419	Chimeric
NC_000079.7	24322449	>>	NC_000079.7	24321666	60	ERR2680377.496694	Pass
NC_000076.7	88306899	><	NC_000076.7	88307513	60	ERR2680377.496706	Pass
NC_000077.7	98661064	><	NC_000077.7	98665776	60	ERR2680377.496883	Pass
NC_000071.7	109984678	>>	NC_000075.7	124031168	43	ERR2680377.497033	Chimeric
NC_000085.7	44941623	<<	NC_000085.7	44946343	60	ERR2680377.497036	Pass
NC_000085.7	8854629	><	NC_000080.7	63380574	60	ERR2680377.497043	Chimeric
NC_000068.8	6568389	>>	NC_000068.8	6567304	60	ERR2680377.497339	Pass
NC_000073.7	15651142	<<	NC_000070.7	88638276	45	ERR2680377.497460	Chimeric
NC_000079.7	83887877	<>	NC_000079.7	83887947	60	ERR2680377.497721	Foldback
NC_000074.7	70982261	<>	NC_000074.7	70987561	60	ERR2680377.497769	Pass
NT_166454.1	8824	<<	NT_166454.1	15120	37	ERR2680377.497843	Pass
NC_000083.7	8534615	<>	NC_000083.7	8542377	60	ERR2680377.497863	Pass
NC_000067.7	175318619	<<	NC_000067.7	175098481	60	ERR2680377.497907	Pass
NC_000072.7	128336575	><	NC_000072.7	128337592	60	ERR2680377.497957	Pass
NC_000071.7	146993349	>>	NC_000068.8	136623880	60	ERR2680377.497981	Chimeric
NC_000068.8	166949271	<>	NC_000068.8	166950241	60	ERR2680377.497996	Pass
NC_000074.7	91780748	<>	NC_000074.7	91780470	60	ERR2680377.498330	Pass
NC_000085.7	3602858	<<	NC_000085.7	3604820	60	ERR2680377.498535	Pass
NC_000076.7	67091151	<>	NC_000075.7	49426195	60	ERR2680377.498583	Chimeric
NC_000070.7	117730838	><	NC_000079.7	60910997	60	ERR2680377.498641	Chimeric
NC_000071.7	110264420	>>	NC_000072.7	110913246	60	ERR2680377.498767	Chimeric
NC_000072.7	110913247	<<	NC_000071.7	110264420	60	ERR2680377.498772	Chimeric
NC_000073.7	16657849	><	NC_000073.7	16653591	60	ERR2680377.499015	Pass
NC_000068.8	25475047	><	NC_000068.8	25474832	60	ERR2680377.499020	Pass
NC_000083.7	26502799	><	NC_000076.7	59894112	28	ERR2680377.499068	Chimeric
NC_000077.7	104216062	<<	NC_000077.7	104217056	60	ERR2680377.499078	Pass
NC_000070.7	41723148	>>	NC_000070.7	115633400	60	ERR2680377.499100	Chimeric
NC_000068.8	122199537	><	NC_000068.8	122199560	60	ERR2680377.499158	Foldback
NC_000076.7	69763646	<<	NC_000076.7	69765276	60	ERR2680377.499355	Pass
NC_000073.7	112190589	<>	NC_000073.7	112027117	60	ERR2680377.499404	Pass
NC_000075.7	99267713	>>	NC_000086.8	154369756	60	ERR2680377.499408	Chimeric
NC_000085.7	22185479	>>	NC_000067.7	34341938	60	ERR2680377.499545	Chimeric
NC_000076.7	59831287	>>	NC_000076.7	59829184	60	ERR2680377.499582	Pass
NC_000068.8	18313765	>>	NC_000068.8	18289430	60	ERR2680377.499604	Pass
NC_000081.7	38692042	<>	NC_000072.7	129518165	60	ERR2680377.499665	Chimeric
NC_000077.7	77598011	<<	NC_000077.7	77599751	60	ERR2680377.499681	Pass
NC_000069.7	14172274	<<	NC_000069.7	13842157	51	ERR2680377.499928	Pass
NC_000069.7	13841895	<<	NC_000069.7	13538504	51	ERR2680377.499928	Pass
NC_000073.7	121892727	>>	NC_000073.7	121891070	60	ERR2680377.500036	Pass
NC_000067.7	123995747	><	NC_000083.7	83664248	28	ERR2680377.500042	Chimeric
NC_000073.7	60930107	><	NC_000073.7	60930268	60	ERR2680377.500050	Foldback
NC_000076.7	63835305	><	NC_000076.7	63835450	60	ERR2680377.500070	Foldback
NC_000074.7	112397080	<>	NC_000074.7	112397161	60	ERR2680377.500159	Foldback
NC_000086.8	165169574	<>	NC_000086.8	165169797	60	ERR2680377.500181	Pass
NC_000072.7	92457913	<>	NC_000072.7	92458106	60	ERR2680377.500190	Foldback
NC_000069.7	88938412	<<	NC_000069.7	88940273	60	ERR2680377.500430	Pass
NC_000082.7	88086473	<<	NC_000082.7	87853057	60	ERR2680377.500536	Pass
NC_000076.7	31566562	>>	NC_000076.7	20926016	60	ERR2680377.500671	Chimeric
NC_000072.7	88076254	<>	NC_000072.7	88080578	60	ERR2680377.501471	Pass
NC_000077.7	62296661	<<	NC_000077.7	62299997	60	ERR2680377.501794	Pass
NC_000071.7	100666318	<<	NC_000076.7	56266354	60	ERR2680377.501802	Chimeric
NC_000081.7	3312055	<>	NC_000081.7	3311989	60	ERR2680377.501953	Foldback
NC_000081.7	22843492	><	NC_000069.7	25837657	60	ERR2680377.501975	Chimeric
NC_000072.7	113608360	<>	NC_000072.7	113607065	60	ERR2680377.502227	Pass
NC_000070.7	133408075	><	NC_000070.7	133448262	60	ERR2680377.502411	Pass
NC_000081.7	92238529	>>	NC_000081.7	92239280	55	ERR2680377.502609	Pass
NC_000080.7	124913935	<<	NC_000080.7	124373701	60	ERR2680377.502674	Pass
NC_000077.7	33595627	>>	NC_000077.7	33942748	60	ERR2680377.502704	Pass
NC_000082.7	40961827	<>	NC_000082.7	40962105	39	ERR2680377.502878	Pass
NC_000082.7	40962384	><	NC_000082.7	40962384	39	ERR2680377.502878	Foldback
NC_000082.7	40961786	<>	NC_000082.7	40962106	56	ERR2680377.502878	Pass
NC_000082.7	40962386	><	NC_000082.7	40962386	51	ERR2680377.502878	Foldback
NC_000079.7	110791979	<>	NC_000079.7	110787129	60	ERR2680377.502931	Pass
NC_000077.7	52135848	>>	NC_000070.7	6395202	60	ERR2680377.502961	Chimeric
NC_000067.7	175784333	><	NC_000067.7	175784294	35	ERR2680377.502972	Foldback
NC_000086.8	135738468	<<	NC_000069.7	128563232	60	ERR2680377.503055	Chimeric
NC_000078.7	40473642	>>	NC_000078.7	40473063	60	ERR2680377.503112	Pass
NC_000071.7	38295158	><	NC_000071.7	38294872	60	ERR2680377.503147	Pass
NC_000075.7	82035390	<>	NC_000069.7	135256139	16	ERR2680377.503392	Chimeric
NC_000079.7	92847105	<<	NC_000067.7	164265007	60	ERR2680377.503484	Chimeric
NC_000071.7	27110274	>>	NC_000071.7	27803798	60	ERR2680377.503679	Pass
NC_000075.7	57024754	<>	NC_000075.7	57025386	60	ERR2680377.503754	Pass
NC_000078.7	109516102	<>	NC_000078.7	109526719	60	ERR2680377.503793	Pass
NC_000077.7	115969609	><	NC_000077.7	115969717	60	ERR2680377.503803	Foldback
NC_000078.7	80457352	<<	NC_000078.7	80460179	60	ERR2680377.503852	Pass
NC_000067.7	164266949	>>	NC_000074.7	41869942	60	ERR2680377.503968	Chimeric
NC_000078.7	42001762	<<	NC_000078.7	41160944	60	ERR2680377.504062	Pass
NC_000083.7	15639554	<>	NC_000083.7	15639435	60	ERR2680377.504118	Foldback
NC_000080.7	55123550	<>	NC_000080.7	55123707	60	ERR2680377.504167	Foldback
NC_000070.7	150658517	>>	NC_000070.7	150656092	60	ERR2680377.504276	Pass
NC_000068.8	158224447	<>	NC_000074.7	70066046	60	ERR2680377.504444	Chimeric
NC_000076.7	121423575	><	NC_000076.7	121424967	60	ERR2680377.504467	Pass
NC_000074.7	13727536	><	NC_000070.7	119136114	60	ERR2680377.504557	Chimeric
NC_000076.7	117197939	><	NC_000076.7	117197211	60	ERR2680377.504760	Pass
NC_000074.7	119290487	><	NC_000083.7	81682801	60	ERR2680377.504851	Chimeric
NC_000068.8	160488147	<>	NC_000068.8	160488093	60	ERR2680377.505080	Foldback
NC_000070.7	104019077	<<	NC_000070.7	103476942	60	ERR2680377.505133	Pass
NC_000084.7	69706651	<<	NC_000084.7	69708708	38	ERR2680377.505287	Pass
NC_000072.7	35487548	>>	NC_000068.8	136623891	60	ERR2680377.505555	Chimeric
NC_000083.7	13236004	><	NC_005089.1	6329	56	ERR2680377.505757	Chimeric
NC_000074.7	123620903	>>	NC_000079.7	94702522	42	ERR2680377.505777	Chimeric
NC_000082.7	42160901	>>	NC_000072.7	31166899	60	ERR2680377.505820	Chimeric
NC_000067.7	75175227	<>	NC_000067.7	75175791	60	ERR2680377.505842	Pass
NC_000079.7	28594827	<<	NC_000079.7	28596780	60	ERR2680377.505866	Pass
NC_000070.7	68799917	<>	NC_000081.7	23044597	60	ERR2680377.505929	Chimeric
NC_000071.7	148251129	<>	NC_000071.7	148251209	60	ERR2680377.505981	Foldback
NC_000068.8	96796610	<<	NC_000068.8	96399061	60	ERR2680377.506082	Pass
NC_000078.7	111696658	>>	NC_000080.7	3914437	13	ERR2680377.506257	Chimeric
NC_000072.7	88970038	<<	NC_000072.7	88971941	60	ERR2680377.506277	Pass
NC_000073.7	140590405	><	NC_000073.7	140549499	41	ERR2680377.506604	Pass
NC_000068.8	61576811	><	NC_000068.8	61576420	60	ERR2680377.506655	Pass
NC_000079.7	12119199	<<	NC_000079.7	12120402	60	ERR2680377.506734	Pass
NC_000070.7	41390917	<>	NC_000070.7	41391185	60	ERR2680377.506776	Pass
NC_000084.7	39117101	><	NC_000084.7	39117120	60	ERR2680377.506870	Foldback
NC_000067.7	172101028	><	NC_000071.7	112486252	60	ERR2680377.506908	Chimeric
NC_000070.7	148696521	<>	NC_000070.7	148696386	60	ERR2680377.507090	Foldback
NC_000074.7	96440975	<>	NC_000067.7	75408327	60	ERR2680377.507220	Chimeric
NC_000070.7	108517782	<<	NC_000070.7	108550694	60	ERR2680377.507278	Pass
NC_000083.7	87754288	>>	NC_005089.1	4518	45	ERR2680377.507294	Chimeric
NC_000072.7	67533403	<<	NC_000077.7	50098031	60	ERR2680377.507593	Chimeric
NC_000071.7	150196035	<<	NC_000071.7	150196537	60	ERR2680377.507617	Pass
NC_000077.7	85692609	<<	NC_000077.7	85474799	60	ERR2680377.507660	Pass
NC_000076.7	42652609	>>	NC_000076.7	42651605	60	ERR2680377.507780	Pass
NC_000073.7	126618761	><	NC_000073.7	126617080	30	ERR2680377.507823	Pass
NC_000067.7	124497703	>>	NC_000079.7	11690619	60	ERR2680377.507837	Chimeric
NC_000068.8	136623917	<>	NC_000078.7	89511195	60	ERR2680377.508102	Chimeric
NC_000075.7	57509098	><	NC_000083.7	45879841	52	ERR2680377.508115	Chimeric
NC_000080.7	40715956	>>	NC_000074.7	29574960	26	ERR2680377.508290	Chimeric
NC_000071.7	22692051	>>	NC_000068.8	135842066	60	ERR2680377.508294	Chimeric
NC_000071.7	135085779	><	NC_000071.7	135082279	60	ERR2680377.508350	Pass
NC_000068.8	163896116	>>	NC_000071.7	142888971	41	ERR2680377.508404	Chimeric
NC_000077.7	78179767	<>	NC_000077.7	78180628	60	ERR2680377.508502	Pass
